                                                      the atmosphere was crowded but it was a great vibe,ambience,1,2
                                                   the food and service were fine however the was incredibly unwelcoming and arrogant,food,2,2
                                                        – tucked away over by the beverly center,location,1,1
                                         i almost hesitate to write a review because the atmosphere was so great and i would hate for it too become to crowded,ambience,2,2
                                            they need a kick out of it but until then the sushi is pretty good and the place is consistent,ambience,2,2
                                                     bartender was unable to tear himself away from friends at bar,service,0,0
                                                     i had the black cod with yuzu sauce which was wonderful,food,2,2
                                                            the for brunch is,food,2,2
                                                        never swaying never a bad meal never bad,service,2,2
                                                 most of the booths allow you to sit next to eachother without looking like couple,ambience,2,2
                                                       this restaurant is there are no meat dishes whatsoever,food,0,0
                                                            chance is a joke,misc,0,1
                                                       they also do a great job for restaurant week,misc,2,2
                                       the one vegetarian entree was actually quite a surprise - it was delicious and had winter melon covering an assortment of fresh mushrooms and vegetables,food,2,2
                                                   it was our only opportunity to visit and wanted an authentic italian meal,misc,1,2
                                                      the sauce may not be for everyone since it is,food,1,0
                                                    others have to go to other restaurants and feel sad until eaten,misc,1,0
                                                           i went for restaurant week,misc,1,1
                                                             not worth it,misc,0,0
                                                   food is average and i would say even the chain restaurant tastes better,food,0,2
                                                          the space is traditional in feel,ambience,1,2
                                          wish ny had more of these kind of intimate superb food homey top notch all the way around certainly worth the wait,restaurant,2,2
                                      the lack of ac and the fact that there are a million swarming bodies everyone is polite and no one is is a slight turn off,ambience,0,1
                                                            love it every time,restaurant,2,2
                                                      always full with tourists because of close proximity to rockefeller,ambience,1,1
                                                     the quantity is also very good you will come out satisfied,food,2,2
                                               being a fan of spicy ethnic foods indian included i made friends with this place long ago,food,2,2
                      on the other hand if you are not fooled easily you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse and food that will outshine in presentation taste choice quality and quantity,service,1,1
                                                         their brunch menu had something for everyone,food,2,2
                                          i almost to write a review because the atmosphere was so great and i would hate for it too become to crowded,ambience,2,2
                                                         i remember what we nothing was memorable,misc,0,1
                                                          i recommend the thai popcorn :),food,2,2
                                          this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates,misc,2,2
                                                            definitely highly not recommended,misc,0,0
                                                     the food here does a great service to the name that,food,2,2
                                              an unpretentious spot in park slope the sushi is consistently good the service is pleasant effective and unassuming,food,2,2
                                                   sure got their favorite but to know sal is to know new york,misc,1,1
                                                 the atmosphere the greatest  but i suppose how they keep the prices down ,ambience,1,2
                               calling the place hampton chutney co does warn you that these folks offer more style than substance but in this unattractive room with unhelpful clerks there was a dearth of the former too,restaurant,0,0
                                                the portions are small but being that the food was so good makes up for that,food,1,1
                                                     the food they serve is not comforting not appetizing and uncooked,food,0,0
                                                    for dinner i had the chicken tikka masala and some garlic naan,food,1,1
               fabulous decor - makes you feel like in a trendy manhattan restaurant very very good food generally friendly staff and if a manhattanite or spend most of your time in manhattan rice avenue will make you feel at west side minus the expensive prices and pretentious on roosevelt avenue,ambience,2,2
                                     all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it,food,2,2
                                   but when you are seated the waitresses are great they explain everything on the menu and the price of the food is really cheap for the service you get,service,2,2
                                                       the lasagna was probably the best i have tasted,food,2,2
                                                       definitely try the with truffles - it was incredible,food,2,2
                                                        the staff was knowledgeable and full of personality,service,2,2
                                            their wines by the glass are a great accompaniment and you can eat like a king with wine for under,price,2,2
                                                  so what you really end up paying for is the restaurant not the food,restaurant,0,0
                                               it is so easy to get a reservation at a top place in nyc with a notice,misc,2,2
                                                      the food was good the place was clean and affordable,food,2,2
                                                  found service above average but that could be because we were 13 of us,misc,2,1
                                                           ambience is delightful service impeccable,ambience,2,2
                                                the decor is dark cool and soothing while the presentation is spectacular considering the low prices,price,2,2
                                                        best honey prawns that we have every tasted,food,2,2
                                       can get busy on fridays for a table but once seated the service is so efficient you can be in and out of there quickly,service,2,2
                                                 there are other vietnamese restaurants in the chinatown area and you can forget about those,misc,1,1
                                                            i will be returning,misc,2,2
                                                           no apologies during restaurant week,misc,0,1
                                                            will never be back,misc,0,0
                                                     i took one look at the chicken and i was appalled,food,0,0
                                                        i went to kitchenette this weekend for brunch,misc,1,1
                                                        the food is very good but not outstanding,food,1,1
                                     had a great experience at trio staff was food was tasty and large in portion size - i would highly recommend the appetizer and the lobster risotto,food,2,2
                                                          so close but not good enough,misc,1,1
                                                   fabulous food - if the front of house staff put you off –,food,2,0
                                                           go here for the drinks,food,2,2
                                         i appreciate places or people that try to drive up the bill without the knowledge so that was a huge turnoff than the,service,0,0
                                       i have worked in restaurants and cook a lot and there is no way a maggot should be able to get into well prepared food,food,0,0
                                                             great lunch spot,restaurant,2,2
                                                   good service great food good value and never have to wait in line,price,2,2
                                                normally that would be improper however they were all delicious and my host did not complain,food,2,2
                                        our waiter was fine the place looks nice in that way but at those prices a little more should be expected of your food,ambience,2,0
                                                 the food is so good and so popular that waiting can really be a nightmare,service,0,0
                               as it turns out the owner was seated right next to us and when he came over to check on our problems was very dismissive and offered a token discount on our bill,service,0,0
                                           the dinner only took us about an hour and the prices were alright for the strip almost after tax and tip,restaurant,1,2
                                                             two thumbs up,food,2,2
                                           if you like seafood and/or greek food you will love this place though it is not limited to just these things,food,2,2
                                                               perfection,restaurant,2,2
                                                       excellent sashimi and the millennium roll is beyond delicious,food,2,2
                                                       and they provided a delicious dessert on the house,service,2,2
                                          its a nice quiet location to go eat a good meal relax be able to talk and have a very good time,ambience,2,2
                                               finally let into the store 5 at a time to buy expensive slices from a harried staff,price,0,0
                                i am relatively new to the area and tried pick a bagel on 2nd and was disappointed with the service and i thought the food was overrated and on the pricey side,food,0,0
                                               amma has the worst value for money i have experienced in nyc over the past 2 years,price,0,0
                                             my quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor,food,0,0
                                               my boyfriend and i recently had an early dinner at artisanal and was satisfied with our experience,misc,2,2
                                            the best dessert a chocolate and peanut butter tart particularly hawaiian but a small world when it comes to sweets,food,2,2
                                            this dish is my favorite and i always get it when i go there and never get tired of it,food,2,2
                                                           a great find in astoria,misc,2,2
                              i love the little pie company as much as anyone else who has written reviews but must discourage anyone from visiting the grand central location due to their rude service from two sales people,service,0,1
                                              i found the food to be just as good as its owner da silvano just much less expensive,food,2,2
                                              i here for the pizza so i comment on that yet but what i had was very good,food,2,2
                                                        servers are all different greg is my favorite,service,2,2
                                                   i was so stunned and i left the dinner hungry and majorly disappointing,restaurant,0,0
                                             all-time favorites include the big mac chicken mcnuggets sandwich and famous french lighter options like salads are also available,food,2,2
                                            the only thing that my friend left out is that when we sat down at the bar the bartender disappeared,service,0,0
                                     the combination of fresh tomato sauce fresh mozzarella cheese basil and the dough they make with imported flour makes this is one of the better in ny,food,2,0
                                               finally a curry that i can eat enjoy and not suffer from gastritis from 3 hours later,food,2,0
                                          my gf and i still choose to eat there a lot because of diverse cocktails the chill decor and the decent sushi,food,2,2
                                                      ingredients are organic which is a real plus for me,food,2,2
                                         ive been to many thai restaurants in manhattan before and toons is by far the best thai food ive had for my of,food,2,2
                                                          the level of rudeness was preposterous,service,0,0
                                               and it all comes at a very reasonable price noodles and rice dishes are no more than,price,2,2
                                                    both times i was extremely disappointed by the service which was rude,service,0,0
                                                      could have had better for 1/3 the price in chinatown,price,0,0
                                                   good service great food good value and never have to wait in line,service,2,2
                                           i went there with some friends one night to play bingo and watch the sox game and it was a blast,restaurant,2,2
                                                       this place has been around for a few years,misc,1,1
                                                       believe us been eating sushi for over 15 yrs,misc,1,2
                                              the most annoying thing though is the fact that the servers seem to be trained to drive revenue,service,0,0
                                                        stay with the roasted chickens and be fine,food,2,1
                                          the decor is vibrant and with several semi-private on the right side of the dining hall which are great for a date,ambience,2,2
                                        overall the food quality was pretty good though i hear the salmon is much better when it sat cooling in front of the guest,food,2,2
                                                  i ordered a chicken teriyaki dish and found that the chicken was extremely dry,food,0,1
                                              i have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials,price,2,2
                                                       this is probably one of my new favorite places,misc,2,2
                                                not only is the cuisine the best around the service has always been attentive and charming,food,2,2
                                          we laughed when he finally offered us a dessert menu and we left a 10 percent tip which was generous i feel,service,0,0
                                                      service was just ok it is not what expect for,service,0,0
                                            i book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot,food,2,2
                                             from the incredible food to the warm atmosphere to the friendly service this downtown neighborhood spot miss a beat,food,2,2
                                       been following chef food around new york for 15 years and while remaining classic his innovations with bistro fare have made us return and return,food,2,2
                                              we actually gave tip we have never done despite mediocre food and because we felt totally ripped off,food,1,1
                                                       tried before but it always packed and take reservations,restaurant,1,1
                                                    we ate outside at sake bar because restaurant next door was overflowing,misc,1,2
                                                      great for a romantic evening or a fun evening with,ambience,2,2
                                                       i often go there to eat with my family,misc,1,2
                                                          the food was very well prepared,food,2,2
                                                         chicken teriyaki had tomato or pimentos on,food,0,0
                                        the wine list great and the desserts are shipped in from down the street which is not as good as it used to be,food,0,2
                             as we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were,food,0,0
                                                  the dim sum is delectable while the prices are quite easy on the wallet,food,2,2
                                                 top spot in town for vietnamese classics better than places that cost a lot more,price,2,2
                                                      never got an explanation as to what was going on,service,0,0
                                                            they all know you,service,2,0
                                                 top spot in town for vietnamese classics better than places that cost a lot more,food,2,1
                                                   we got in line and were served while in line a bannan fritter,misc,1,1
                                                  yes a bit more expensive then typical but then again so is their food,price,0,0
                                                            highly highly highly recommended,misc,2,2
                                                    but the space is small and lovely and the service is helpful,service,2,2
                                                     the thing in the best city in the world for restaurants,misc,2,2
                                                      the food is great and the environment is even better,ambience,2,2
                                                         just the right size for the menu,restaurant,2,2
                                                even though it is a little loud you have to yell at each other to talk,ambience,1,0
                                                              highly recommended,restaurant,2,2
                                                       about for lunch and they have take-out or dine-in,price,1,1
                                                        the veal and the mushrooms were cooked perfectly,food,2,2
                                         that is a problem since we paid about 20 bucks a dish and had to order 5 dishes to get a decent taste,price,0,0
                                                        simply some good tasting chinese food at incredible,food,2,2
                                                         good food great service average prices the,service,2,1
                                                     get the pepperoni - yum - and a family style salad,food,2,2
                                                okay i mind the oily part most are cooked that but it was way too bland,food,0,0
                                                      after dining at over twenty times now its official ,misc,1,0
                                                   we enjoyed ourselves thoroughly and will be going back for the desserts ...,misc,2,2
                                             my wife and i have been going to nyc for years and miss food is expensive but new york,price,1,1
                                                     their sushi kamikaze and other rolls are fresh and well presented,food,2,1
                                                    if you have a dumpling fetish i suggest you try some here,food,2,2
                                                    the food was good the service prompt and the price very reasonable,service,2,2
                                                         which lets face times a good thing,service,2,2
                  my picks - scallion pancake with vegetable juice very special and - guizhou chicken - shredded squid family style of my personal - sichuan spicy soft shell crab - fish one is for hardcore sichuan food fans i recommend to my american friends as very spicy,food,2,2
                                                       the french fries -- with the dip were terrific,food,2,1
                                                 i cannot recommend og more highly if i tried - check it out for yourself,misc,2,2
                                                         i will go back to suan soon,misc,2,2
                                                        try it side by side and no comparison,misc,2,1
                                               my best friend had the chicken shawarma and she still raves about it being the best anywhere,food,2,2
                                                         i think the meatball parm is good,food,2,0
                                                        i thought the restaurant was nice and clean,ambience,2,2
                                        if it seemed possible to do so while there i would have fought my bill since my dinner portion of my meal was inedible,food,0,0
                                        the dj is awesome i have been there for my birthday and a bunch of other times with friends and i keep going back,ambience,2,2
                                               however one sunday afternoon my husband and i did go with my loud and were pleasantly surprised,restaurant,2,2
                                                       the salads are delicious both refreshing and very spicy,food,2,2
                                                       since the first time i came here been hooked,misc,2,2
                                               when asked we had to ask more detailed questions so that we knew what the specials were,service,0,2
                                                         i never had anything i like here,misc,2,1
                                              they never brought us complimentary noodles ignored repeated requests for sugar and threw our dishes on the table,service,0,0
                                                    yes the prices are high but i felt it was worth it,price,1,2
                                      the eggplant parmesan is also great and my friend who grew up in manhattan claims that no one serves a better baked ziti with meat sauce,misc,2,2
                                  traditional french decor was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation,ambience,1,1
                        the pasta penne was pretty extra buttery creamy which means a big task to tasty at first but i would say that i was full with a slice of pizza and 7 to count a little moody afterwards cause was,food,0,2
                                                            i was pleasantly suprised,misc,2,2
                                                 great place to go for a drink too because they have 100 kinds of beer,food,2,2
                                             i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere,service,0,0
                                                     our server checked on us maybe twice during the entire meal,service,0,2
                                                 the waiters are very friendly and helpful and if you frequent they will remember you,service,2,2
                                              a restaurant that try to do anything except serve great food with great service in a pleasant atmosphere,food,2,2
                                                              chintzy portions,food,0,2
                                        been coming here on and off for the past five years and i have to say that la lanterna has never ever dissapointed me,misc,2,1
                                                           that place was sally ,misc,2,0
                                                  watch the talented belly dancers as you enjoy delicious baba more lemony than smoky,ambience,2,2
                                                 i would never wait for a table to eat it just is not that great,misc,0,0
                                                      everything about this place is adorable - even the bathroom,ambience,2,2
                                                      the food was good the place was clean and affordable,restaurant,2,2
                                                            but for each small,price,0,0
                                                          not what i wanted to hear,misc,0,0
                                                     the service is spotty sometimes really friendly and sometimes barely there,service,1,2
                                                           this restaurant is absolutely beautiful,misc,2,2
                                                     get the feeling they settled into a groove a while ago,misc,1,1
                                                           – it cant get any,restaurant,2,2
                                                the food was amazing and the service was prompt and helpful but not overbearing or rushed,food,2,2
                                                     mermaid inn is an overall good restaurant with really good seafood,food,2,2
                                                   we always go there on the weekends and leave extremely full and satisfied,misc,2,2
                                                       we ended up in little italy in late afternoon,misc,1,1
                                                    the only thing more wonderful than the food is is the service,service,2,2
                                                         sure return for a final judgment tho,misc,1,2
                                                            the food is excellent,food,2,2
                                                            one of the best,restaurant,2,2
                                                        i loved everything about the shows and actors,restaurant,2,2
                                                      the service however was a bright flower in a garden,service,2,2
                                                  this restaurant is not worth the time effort or money to say the least,misc,0,0
                                              we visited bread bar during january restaurant week and were so pleased with the menu selections and service,food,2,2
                                                      my wife had barely touched that mess of a dish,food,0,0
                                                          their calzones are horrific bad yuck,food,0,0
                            in addition to great hot dogs has wonderful breakfast sandwiches that feature in addition to great things like tots and english muffins a delicious pork product know to us jersey girls and boys as taylor ham,food,2,2
                                                           the food was good too,food,2,1
                                             we had great desserts the best cannoli ever and then they offered an after dinner drink on the house,service,2,2
                                                            subtle food and service,service,2,2
        to top it all the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant,service,0,0
                                               the prix fixe menu is worth every penny and you get more than enough in quantity and,food,2,2
                                                        the service is fantastic at this fun place,service,2,2
                                            its an excellent place to relax and the food is one of the best in the city of new york,ambience,2,2
                                                       you cannot go wrong at the red eye grill,misc,2,2
                                                        chinatown definitely has better quality with cheaper prices,food,2,2
                                    i was almost amused by the fact that she was turning away customers at 9pm on a friday night because she a bbq to go that night -,service,0,0
                                                   while their kitchen food is delicious their sushi is out of this world,food,2,2
                                               dined at alain restaurant in monte carlo for half the price for the same excellent dining experience,price,2,2
                                                       hey i think for a 5 block walk bad,misc,1,1
                                                     but for the shabu shabu you find much better in ny,food,2,2
                                                a friendly person so i mind had she not been so nasty and gotten so personal,service,0,0
                                                they have a huge selection of different cream cheeses and all of their salads are great,food,2,2
                                                over the years it has always provided a pleasurable dining experience with quality food and wine,food,2,2
                                          go with some friends wait the half hour or so with a cup of joe and enjoy more than your average breakfast,restaurant,2,2
                                        the manager finally said he would comp the two glasses of wine cost less than the and made it seem like a big concession,service,0,0
       my main concern was the sanity of the food that was being sent out to myself and others but i would be lying is i said that as someone who has worked in restaurants since the age of fifteen i was expecting at least a minimal effort on the part of the restaurant to amend the situation,food,0,0
                                                   the waitress suggested glasses of wine that went very well with the food,service,2,0
